ID,Input_Text,Input_Language,Target_Language,Translated_Text,Context,Sentence_Length,Intent
1237,Чи є вільні місця в ресторані?,uk,en,Are there free seats in the restaurant?,Emergency,Medium,Translate
1238,Où est la bibliothèque ?,fr,es,¿Dónde está la biblioteca?,Emergency,Medium,Request
1239,¿Cuánto cuesta?,es,uk,Скільки це коштує?,Formal,Short,Inform
1240,Combien coûte ce livre ?,fr,es,¿Cuánto cuesta este libro?,Casual,Medium,Request
1241,Perdí mis llaves.,es,fr,J'ai perdu mes clés.,Formal,Short,Translate
1242,Merci pour votre attention.,fr,es,Gracias por su atención.,Technical,Short,Translate
1243,¿Cuánto cuesta el boleto?,es,uk,Скільки коштує квиток?,Travel,Short,Request
1244,Чи можу я спробувати це?,uk,fr,Puis-je essayer ceci ?,Travel,Medium,Translate
1245,¿Puedo pedir un taxi?,es,en,Can I order a taxi?,Travel,Short,Translate
1246,What is artificial intelligence?,en,es,¿Qué es la inteligencia artificial?,Casual,Short,Inform
1247,Are there free seats in the restaurant?,en,es,¿Hay asientos libres en el restaurante?,Technical,Medium,Translate
1248,Який сьогодні курс валют?,uk,fr,Quel est le taux de change aujourd'hui ?,Formal,Short,Translate
1249,Puis-je emporter ceci ?,fr,uk,Чи можу я взяти це з собою?,Technical,Short,Translate
1250,À quelle distance est l'aéroport ?,fr,uk,Як далеко до аеропорту?,Formal,Medium,Inform
1251,Où est la pharmacie la plus proche ?,fr,uk,Де найближча аптека?,Emergency,Medium,Clarify
1252,¿Cuánto cuesta el boleto?,es,fr,Combien coûte le billet ?,Technical,Short,Translate
1253,¿Cómo se llama tu perro?,es,en,What is your dog's name?,Emergency,Medium,Clarify
1254,"Por favor, explícalo de nuevo.",es,uk,"Будь ласка, поясніть це ще раз.",Formal,Medium,Request
1255,Can I order a taxi?,en,es,¿Puedo pedir un taxi?,Casual,Medium,Translate
1256,Quel est le mot de passe Wi-Fi ?,fr,uk,Який у вас пароль Wi-Fi?,Travel,Medium,Request
1257,Thank you for your attention.,en,uk,Дякую за вашу увагу.,Formal,Medium,Request
1258,¿Hay asientos libres en el restaurante?,es,en,Are there free seats in the restaurant?,Travel,Medium,Inform
1259,"¡Hola, cómo estás?",es,fr,"Bonjour, comment vas-tu ?",Technical,Short,Clarify
1260,Скільки це коштує?,uk,fr,Combien ça coûte ?,Formal,Short,Clarify
1261,Please explain it again.,en,fr,"S'il vous plaît, expliquez encore.",Formal,Short,Translate
1262,Est-ce qu'il pleut ?,fr,es,¿Está lloviendo?,Formal,Short,Request
1263,Where is the nearest pharmacy?,en,es,¿Dónde está la farmacia más cercana?,Casual,Medium,Request
1264,Comment configurer le Wi-Fi ?,fr,uk,Як налаштувати Wi-Fi?,Casual,Medium,Request
1265,"Будь ласка, поясніть це ще раз.",uk,fr,"S'il vous plaît, expliquez encore.",Emergency,Medium,Request
1266,I like this place.,en,fr,J'aime cet endroit.,Travel,Short,Request
1267,¿Cuánto cuesta el boleto?,es,fr,Combien coûte le billet ?,Casual,Short,Clarify
1268,Puis-je essayer ceci ?,fr,uk,Чи можу я спробувати це?,Formal,Short,Translate
1269,I'm cold.,en,fr,J'ai froid.,Technical,Short,Request
1270,Can I try this on?,en,fr,Puis-je essayer ceci ?,Technical,Medium,Translate
1271,Où est mon téléphone ?,fr,en,Where is my phone?,Travel,Medium,Translate
1272,Quelle heure est-il maintenant ?,fr,es,¿Qué hora es ahora?,Travel,Medium,Translate
1273,Can I return this item?,en,uk,Чи можу я повернути цей товар?,Emergency,Medium,Request
1274,¿Está lloviendo?,es,en,Is it raining?,Casual,Short,Inform
1275,Is it raining?,en,fr,Est-ce qu'il pleut ?,Emergency,Short,Translate
1276,Gracias por su atención.,es,en,Thank you for your attention.,Formal,Short,Translate
1277,Puis-je emporter ceci ?,fr,uk,Чи можу я взяти це з собою?,Technical,Short,Inform
1278,What is artificial intelligence?,en,uk,Що таке штучний інтелект?,Technical,Short,Inform
1279,I like this place.,en,fr,J'aime cet endroit.,Casual,Short,Inform
1280,Où est mon téléphone ?,fr,uk,Де мій телефон?,Technical,Medium,Request
1281,Quelle heure est-il maintenant ?,fr,uk,Який час зараз?,Casual,Medium,Inform
1282,Який час зараз?,uk,en,What time is it now?,Formal,Short,Translate
1283,This is delicious!,en,es,¡Esto es delicioso!,Formal,Short,Request
1284,¿Cómo se llama tu perro?,es,fr,Comment s'appelle votre chien ?,Travel,Medium,Translate
1285,Quelle heure est-il maintenant ?,fr,es,¿Qué hora es ahora?,Formal,Medium,Inform
1286,"Привіт, як справи?",uk,en,"Hello, how are you?",Casual,Short,Translate
1287,"¡Es urgente, llame a un médico!",es,en,"It's urgent, call a doctor!",Travel,Medium,Translate
1288,I need a translation of this document.,en,uk,Мені потрібен переклад цього документа.,Emergency,Medium,Translate
1289,J'ai froid.,fr,en,I'm cold.,Casual,Short,Translate
1290,Як підключити принтер до комп'ютера?,uk,en,How to connect a printer to the computer?,Travel,Medium,Request
1291,Combien de temps prendra la réparation ?,fr,uk,Як довго триватиме ремонт?,Formal,Medium,Translate
1292,Як підключити принтер до комп'ютера?,uk,es,¿Cómo conectar una impresora a la computadora?,Travel,Medium,Request
1293,Quel est le mot de passe Wi-Fi ?,fr,en,What is your Wi-Fi password?,Technical,Medium,Translate
1294,Я загубив свої ключі.,uk,fr,J'ai perdu mes clés.,Emergency,Short,Request
1295,How far is the airport?,en,es,¿A qué distancia está el aeropuerto?,Casual,Medium,Translate
1296,¿Cómo contacto con soporte?,es,en,How do I contact support?,Emergency,Short,Request
1297,"¡Hola, cómo estás?",es,fr,"Bonjour, comment vas-tu ?",Casual,Short,Inform
1298,Perdí mis llaves.,es,fr,J'ai perdu mes clés.,Casual,Short,Clarify
1299,¿Dónde puedo comprar entradas para un concierto?,es,en,Where can I buy concert tickets?,Casual,Medium,Clarify
1300,Gracias por su atención.,es,uk,Дякую за вашу увагу.,Casual,Short,Request
1301,Де найближча аптека?,uk,fr,Où est la pharmacie la plus proche ?,Formal,Short,Inform
1302,What is artificial intelligence?,en,uk,Що таке штучний інтелект?,Formal,Short,Translate
1303,Як довго триватиме ремонт?,uk,es,¿Cuánto tiempo tomará la reparación?,Casual,Short,Inform
1304,Я хочу чашку кави.,uk,es,Quiero una taza de café.,Casual,Short,Translate
1305,Où est la pharmacie la plus proche ?,fr,es,¿Dónde está la farmacia más cercana?,Emergency,Medium,Translate
1306,Où puis-je acheter des billets pour un concert ?,fr,es,¿Dónde puedo comprar entradas para un concierto?,Emergency,Medium,Request
1307,¿Cuál es el tipo de cambio hoy?,es,en,What is today's exchange rate?,Emergency,Medium,Translate
1308,Чи йде дощ?,uk,fr,Est-ce qu'il pleut ?,Formal,Short,Translate
1309,Чи можу я оплатити карткою?,uk,fr,Puis-je payer par carte ?,Formal,Medium,Translate
1310,"Будь ласка, поясніть це ще раз.",uk,fr,"S'il vous plaît, expliquez encore.",Casual,Medium,Request
1311,¿Qué hora es ahora?,es,fr,Quelle heure est-il maintenant ?,Formal,Short,Request
1312,Where is the library?,en,fr,Où est la bibliothèque ?,Formal,Short,Translate
1313,Мені подобається це місце.,uk,fr,J'aime cet endroit.,Formal,Short,Inform
1314,Мені потрібен переклад цього документа.,uk,en,I need a translation of this document.,Technical,Medium,Translate
1315,I need help!,en,es,¡Necesito ayuda!,Technical,Short,Request
1316,"Будь ласка, поясніть це ще раз.",uk,fr,"S'il vous plaît, expliquez encore.",Formal,Medium,Translate
1317,What is today's exchange rate?,en,uk,Який сьогодні курс валют?,Formal,Medium,Request
1318,Can I try this on?,en,es,¿Puedo probarme esto?,Casual,Medium,Request
1319,Мені подобається це місце.,uk,fr,J'aime cet endroit.,Technical,Short,Translate
1320,J'ai froid.,fr,en,I'm cold.,Technical,Short,Inform
1321,Quiero una taza de café.,es,uk,Я хочу чашку кави.,Travel,Medium,Request
1322,¿Tienen descuentos?,es,uk,Чи є у вас знижки?,Formal,Short,Translate
1323,Чи йде дощ?,uk,fr,Est-ce qu'il pleut ?,Technical,Short,Inform
1324,Where is my phone?,en,uk,Де мій телефон?,Emergency,Short,Translate
1325,"Це терміново, викличте лікаря!",uk,fr,"C'est urgent, appelez un médecin !",Emergency,Short,Request
1326,How to set up Wi-Fi?,en,fr,Comment configurer le Wi-Fi ?,Formal,Medium,Inform
1327,I need help!,en,fr,J'ai besoin d'aide !,Casual,Short,Inform
1328,¿Qué hora es ahora?,es,en,What time is it now?,Emergency,Short,Translate
1329,Quiero una taza de café.,es,fr,Je veux une tasse de café.,Travel,Medium,Request
1330,¿Cuál es la contraseña del Wi-Fi?,es,uk,Який у вас пароль Wi-Fi?,Emergency,Medium,Request
1331,Quiero una taza de café.,es,en,I want a cup of coffee.,Emergency,Medium,Request
1332,Avez-vous des réductions ?,fr,uk,Чи є у вас знижки?,Technical,Short,Translate
1333,Який сьогодні курс валют?,uk,en,What is today's exchange rate?,Casual,Short,Request
1334,Necesito una traducción de este documento.,es,fr,J'ai besoin d'une traduction de ce document.,Travel,Medium,Request
1335,This is delicious!,en,es,¡Esto es delicioso!,Travel,Short,Translate
1336,Est-ce qu'il pleut ?,fr,es,¿Está lloviendo?,Formal,Short,Translate
1337,Comment configurer le Wi-Fi ?,fr,en,How to set up Wi-Fi?,Emergency,Medium,Translate
1338,J'ai besoin d'une traduction de ce document.,fr,uk,Мені потрібен переклад цього документа.,Casual,Medium,Translate
1339,¿Dónde está la biblioteca?,es,en,Where is the library?,Technical,Short,Request
1340,"S'il vous plaît, expliquez encore.",fr,uk,"Будь ласка, поясніть це ще раз.",Emergency,Medium,Translate
1341,Скільки коштує ця книга?,uk,fr,Combien coûte ce livre ?,Technical,Short,Translate
1342,¡Necesito ayuda!,es,uk,Мені потрібна допомога!,Travel,Short,Inform
1343,Perdí mis llaves.,es,fr,J'ai perdu mes clés.,Technical,Short,Inform
1344,J'ai besoin d'aide !,fr,uk,Мені потрібна допомога!,Casual,Short,Request
1345,Please explain it again.,en,es,"Por favor, explícalo de nuevo.",Travel,Short,Request
1346,Мені холодно.,uk,en,I'm cold.,Travel,Short,Clarify
1347,How do I contact support?,en,fr,Comment contacter le support ?,Travel,Medium,Request
1348,Where is my phone?,en,fr,Où est mon téléphone ?,Emergency,Short,Translate
1349,Do you have a vegetarian menu?,en,fr,Avez-vous un menu végétarien ?,Travel,Medium,Request
1350,How far is the airport?,en,uk,Як далеко до аеропорту?,Casual,Medium,Request
1351,Necesito una traducción de este documento.,es,uk,Мені потрібен переклад цього документа.,Emergency,Medium,Translate
1352,What is today's exchange rate?,en,es,¿Cuál es el tipo de cambio hoy?,Technical,Medium,Clarify
1353,Thank you for your attention.,en,uk,Дякую за вашу увагу.,Travel,Medium,Translate
1354,Where can I find a hotel?,en,uk,Де я можу знайти готель?,Formal,Medium,Translate
1355,What is your Wi-Fi password?,en,uk,Який у вас пароль Wi-Fi?,Emergency,Medium,Translate
1356,Can I take this to go?,en,es,¿Puedo llevar esto para llevar?,Emergency,Medium,Inform
1357,Як працює ця програма?,uk,en,How does this program work?,Travel,Short,Clarify
1358,Чи є у вас знижки?,uk,en,Do you have any discounts?,Casual,Medium,Translate
1359,Чи є у вас знижки?,uk,fr,Avez-vous des réductions ?,Technical,Medium,Translate
1360,What is your Wi-Fi password?,en,fr,Quel est le mot de passe Wi-Fi ?,Technical,Medium,Inform
1361,Чи можу я повернути цей товар?,uk,es,¿Puedo devolver este artículo?,Technical,Medium,Translate
1362,Quel est le taux de change aujourd'hui ?,fr,es,¿Cuál es el tipo de cambio hoy?,Emergency,Medium,Translate
1363,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Formal,Medium,Request
1364,¿Cómo conectar una impresora a la computadora?,es,fr,Comment connecter une imprimante à l'ordinateur ?,Casual,Medium,Inform
1365,Скільки коштує квиток?,uk,en,How much is the ticket?,Formal,Short,Inform
1366,Я хочу чашку кави.,uk,en,I want a cup of coffee.,Technical,Short,Request
1367,Puis-je payer par carte ?,fr,es,¿Puedo pagar con tarjeta?,Casual,Medium,Request
1368,Do you have any discounts?,en,uk,Чи є у вас знижки?,Technical,Medium,Request
1369,I lost my keys.,en,es,Perdí mis llaves.,Emergency,Short,Request
1370,¿Puedo devolver este artículo?,es,uk,Чи можу я повернути цей товар?,Casual,Short,Translate
1371,Quelle heure est-il maintenant ?,fr,en,What time is it now?,Travel,Medium,Request
1372,Puis-je retourner cet article ?,fr,en,Can I return this item?,Casual,Medium,Translate
1373,Чи є у вас знижки?,uk,es,¿Tienen descuentos?,Travel,Medium,Request
1374,Як зв’язатися з підтримкою?,uk,fr,Comment contacter le support ?,Emergency,Short,Inform
1375,Necesito una traducción de este documento.,es,en,I need a translation of this document.,Emergency,Medium,Inform
1376,Де найближча аптека?,uk,fr,Où est la pharmacie la plus proche ?,Technical,Short,Request
1377,Me gusta este lugar.,es,uk,Мені подобається це місце.,Emergency,Short,Inform
1378,Де я можу знайти готель?,uk,en,Where can I find a hotel?,Casual,Medium,Request
1379,"Привіт, як справи?",uk,es,"¡Hola, cómo estás?",Emergency,Short,Request
1380,Як дістатися до вокзалу?,uk,fr,Comment aller à la gare ?,Emergency,Short,Translate
1381,Мені потрібна допомога!,uk,es,¡Necesito ayuda!,Emergency,Short,Inform
1382,Puis-je retourner cet article ?,fr,en,Can I return this item?,Emergency,Medium,Inform
1383,Y a-t-il des places libres au restaurant ?,fr,uk,Чи є вільні місця в ресторані?,Technical,Medium,Translate
1384,Де я можу знайти готель?,uk,fr,Où puis-je trouver un hôtel ?,Technical,Medium,Inform
1385,Is there parking here?,en,fr,Y a-t-il un parking ici ?,Emergency,Short,Request
1386,"It's urgent, call a doctor!",en,uk,"Це терміново, викличте лікаря!",Formal,Medium,Translate
1387,Чи йде дощ?,uk,fr,Est-ce qu'il pleut ?,Technical,Short,Translate
1388,Quel est le taux de change aujourd'hui ?,fr,uk,Який сьогодні курс валют?,Formal,Medium,Request
1389,Where is the nearest pharmacy?,en,es,¿Dónde está la farmacia más cercana?,Formal,Medium,Translate
1390,How do I contact support?,en,es,¿Cómo contacto con soporte?,Technical,Medium,Request
1391,Чи йде дощ?,uk,en,Is it raining?,Emergency,Short,Translate
1392,¿Cómo funciona este programa?,es,en,How does this program work?,Formal,Short,Translate
1393,Я хочу чашку кави.,uk,es,Quiero una taza de café.,Formal,Short,Clarify
1394,Чи є у вас вегетаріанське меню?,uk,en,Do you have a vegetarian menu?,Formal,Medium,Translate
1395,¿Hay estacionamiento aquí?,es,en,Is there parking here?,Travel,Short,Translate
1396,"S'il vous plaît, expliquez encore.",fr,en,Please explain it again.,Travel,Medium,Request
1397,Дякую за вашу увагу.,uk,es,Gracias por su atención.,Formal,Short,Request
1398,Quiero una taza de café.,es,uk,Я хочу чашку кави.,Travel,Medium,Translate
1399,Де мій телефон?,uk,fr,Où est mon téléphone ?,Casual,Short,Translate
1400,Can I return this item?,en,es,¿Puedo devolver este artículo?,Technical,Medium,Translate
1401,Où est la pharmacie la plus proche ?,fr,uk,Де найближча аптека?,Technical,Medium,Request
1402,Чи йде дощ?,uk,en,Is it raining?,Technical,Short,Inform
1403,Do you have a vegetarian menu?,en,fr,Avez-vous un menu végétarien ?,Emergency,Medium,Request
1404,Де найближча аптека?,uk,fr,Où est la pharmacie la plus proche ?,Technical,Short,Translate
1405,Me gusta este lugar.,es,fr,J'aime cet endroit.,Technical,Short,Translate
1406,Це смачно!,uk,fr,C'est délicieux !,Emergency,Short,Inform
1407,Where can I find a hotel?,en,fr,Où puis-je trouver un hôtel ?,Technical,Medium,Inform
1408,¿Hay estacionamiento aquí?,es,uk,Чи є тут парковка?,Technical,Short,Inform
1409,¿Cuál es el tipo de cambio hoy?,es,fr,Quel est le taux de change aujourd'hui ?,Emergency,Medium,Translate
1410,C'est délicieux !,fr,uk,Це смачно!,Technical,Short,Request
1411,How do I contact support?,en,es,¿Cómo contacto con soporte?,Travel,Medium,Translate
1412,Comment fonctionne ce programme ?,fr,es,¿Cómo funciona este programa?,Travel,Medium,Translate
1413,J'ai perdu mes clés.,fr,uk,Я загубив свої ключі.,Travel,Short,Request
1414,Combien ça coûte ?,fr,es,¿Cuánto cuesta?,Technical,Short,Clarify
1415,Чи йде дощ?,uk,en,Is it raining?,Formal,Short,Inform
1416,J'aime cet endroit.,fr,en,I like this place.,Travel,Short,Clarify
1417,"It's urgent, call a doctor!",en,es,"¡Es urgente, llame a un médico!",Technical,Medium,Request
1418,¿Cuánto cuesta?,es,uk,Скільки це коштує?,Formal,Short,Request
1419,How much does it cost?,en,uk,Скільки це коштує?,Formal,Medium,Inform
1420,Is there parking here?,en,fr,Y a-t-il un parking ici ?,Formal,Short,Inform
1421,Quelle heure est-il maintenant ?,fr,uk,Який час зараз?,Travel,Medium,Translate
1422,¿Dónde está la biblioteca?,es,fr,Où est la bibliothèque ?,Travel,Short,Inform
1423,I need a translation of this document.,en,uk,Мені потрібен переклад цього документа.,Emergency,Medium,Translate
1424,Combien coûte le billet ?,fr,es,¿Cuánto cuesta el boleto?,Formal,Medium,Request
1425,¿Cuál es el tipo de cambio hoy?,es,fr,Quel est le taux de change aujourd'hui ?,Formal,Medium,Inform
1426,J'ai perdu mes clés.,fr,en,I lost my keys.,Technical,Short,Translate
1427,Can I take this to go?,en,fr,Puis-je emporter ceci ?,Technical,Medium,Clarify
1428,Як працює ця програма?,uk,en,How does this program work?,Formal,Short,Translate
1429,Comment fonctionne ce programme ?,fr,uk,Як працює ця програма?,Emergency,Medium,Translate
1430,Як працює ця програма?,uk,en,How does this program work?,Formal,Short,Translate
1431,¿Cuánto cuesta este libro?,es,fr,Combien coûte ce livre ?,Casual,Short,Inform
1432,Чи можу я повернути цей товар?,uk,fr,Puis-je retourner cet article ?,Emergency,Medium,Translate
1433,Où puis-je trouver un hôtel ?,fr,es,¿Dónde puedo encontrar un hotel?,Emergency,Medium,Translate
1434,¿Cómo conectar una impresora a la computadora?,es,uk,Як підключити принтер до комп'ютера?,Formal,Medium,Inform
1435,What is your Wi-Fi password?,en,uk,Який у вас пароль Wi-Fi?,Travel,Medium,Translate
1436,"S'il vous plaît, expliquez encore.",fr,uk,"Будь ласка, поясніть це ще раз.",Formal,Medium,Request
1437,¿Puedo pagar con tarjeta?,es,fr,Puis-je payer par carte ?,Technical,Short,Clarify
1438,Où puis-je acheter des billets pour un concert ?,fr,es,¿Dónde puedo comprar entradas para un concierto?,Emergency,Medium,Clarify
1439,Avez-vous un menu végétarien ?,fr,es,¿Tienen menú vegetariano?,Technical,Medium,Request
1440,¿Cómo se llama tu perro?,es,uk,Як звати вашого собаку?,Emergency,Medium,Request
1441,Як зв’язатися з підтримкою?,uk,en,How do I contact support?,Technical,Short,Clarify
1442,Combien coûte le billet ?,fr,uk,Скільки коштує квиток?,Casual,Medium,Request
1443,¿Dónde puedo comprar entradas para un concierto?,es,en,Where can I buy concert tickets?,Travel,Medium,Translate
1444,Як зв’язатися з підтримкою?,uk,es,¿Cómo contacto con soporte?,Emergency,Short,Request
1445,"Це терміново, викличте лікаря!",uk,es,"¡Es urgente, llame a un médico!",Technical,Short,Translate
1446,I want a cup of coffee.,en,es,Quiero una taza de café.,Formal,Medium,Clarify
1447,¿Cómo funciona este programa?,es,fr,Comment fonctionne ce programme ?,Emergency,Short,Translate
1448,Чи йде дощ?,uk,en,Is it raining?,Casual,Short,Translate
1449,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Formal,Medium,Translate
1450,¿Cuánto cuesta este libro?,es,uk,Скільки коштує ця книга?,Travel,Short,Translate
1451,"Bonjour, comment vas-tu ?",fr,en,"Hello, how are you?",Travel,Short,Request
1452,Thank you for your attention.,en,es,Gracias por su atención.,Casual,Medium,Request
1453,¿Puedo pagar con tarjeta?,es,uk,Чи можу я оплатити карткою?,Travel,Short,Translate
1454,Puis-je emporter ceci ?,fr,en,Can I take this to go?,Formal,Short,Request
1455,¿Puedo llevar esto para llevar?,es,en,Can I take this to go?,Formal,Medium,Translate
1456,Comment fonctionne ce programme ?,fr,uk,Як працює ця програма?,Travel,Medium,Clarify
1457,¿Dónde está la biblioteca?,es,en,Where is the library?,Formal,Short,Request
1458,What is today's exchange rate?,en,fr,Quel est le taux de change aujourd'hui ?,Casual,Medium,Translate
1459,¿Cuánto cuesta el boleto?,es,en,How much is the ticket?,Casual,Short,Request
1460,How much does it cost?,en,uk,Скільки це коштує?,Technical,Medium,Clarify
1461,Як звати вашого собаку?,uk,en,What is your dog's name?,Emergency,Short,Request
1462,How far is the airport?,en,uk,Як далеко до аеропорту?,Casual,Medium,Request
1463,"C'est urgent, appelez un médecin !",fr,uk,"Це терміново, викличте лікаря!",Travel,Medium,Translate
1464,¿Puedo probarme esto?,es,en,Can I try this on?,Emergency,Short,Request
1465,What time is it now?,en,uk,Який час зараз?,Formal,Medium,Translate
1466,¿Hay estacionamiento aquí?,es,fr,Y a-t-il un parking ici ?,Emergency,Short,Request
1467,Où puis-je trouver un hôtel ?,fr,es,¿Dónde puedo encontrar un hotel?,Formal,Medium,Translate
1468,J'ai besoin d'une traduction de ce document.,fr,en,I need a translation of this document.,Emergency,Medium,Inform
1469,Can I order a taxi?,en,fr,Puis-je commander un taxi ?,Technical,Medium,Translate
1470,Where can I buy concert tickets?,en,fr,Où puis-je acheter des billets pour un concert ?,Formal,Medium,Translate
1471,¿Cómo configurar Wi-Fi?,es,fr,Comment configurer le Wi-Fi ?,Formal,Short,Translate
1472,Мені потрібна допомога!,uk,fr,J'ai besoin d'aide !,Emergency,Short,Inform
1473,Мені потрібен переклад цього документа.,uk,fr,J'ai besoin d'une traduction de ce document.,Casual,Medium,Request
1474,¿Puedo pedir un taxi?,es,fr,Puis-je commander un taxi ?,Technical,Short,Inform
1475,¿Cuál es el tipo de cambio hoy?,es,en,What is today's exchange rate?,Formal,Medium,Request
1476,Як звати вашого собаку?,uk,en,What is your dog's name?,Casual,Short,Inform
1477,How to get to the train station?,en,es,¿Cómo llegar a la estación de tren?,Travel,Medium,Translate
1478,I want a cup of coffee.,en,fr,Je veux une tasse de café.,Emergency,Medium,Request
1479,"It's urgent, call a doctor!",en,es,"¡Es urgente, llame a un médico!",Technical,Medium,Request
1480,"Привіт, як справи?",uk,fr,"Bonjour, comment vas-tu ?",Casual,Short,Request
1481,J'ai perdu mes clés.,fr,uk,Я загубив свої ключі.,Technical,Short,Request
1482,How to connect a printer to the computer?,en,uk,Як підключити принтер до комп'ютера?,Technical,Medium,Request
1483,Please explain it again.,en,es,"Por favor, explícalo de nuevo.",Formal,Short,Clarify
1484,Quelle heure est-il maintenant ?,fr,es,¿Qué hora es ahora?,Technical,Medium,Inform
1485,J'aime cet endroit.,fr,uk,Мені подобається це місце.,Casual,Short,Inform
1486,Як довго триватиме ремонт?,uk,fr,Combien de temps prendra la réparation ?,Emergency,Short,Clarify
1487,"Привіт, як справи?",uk,en,"Hello, how are you?",Casual,Short,Translate
1488,"C'est urgent, appelez un médecin !",fr,uk,"Це терміново, викличте лікаря!",Casual,Medium,Translate
1489,Чи йде дощ?,uk,en,Is it raining?,Technical,Short,Request
1490,Comment s'appelle votre chien ?,fr,es,¿Cómo se llama tu perro?,Emergency,Medium,Clarify
1491,Y a-t-il un parking ici ?,fr,es,¿Hay estacionamiento aquí?,Travel,Medium,Translate
1492,Я загубив свої ключі.,uk,en,I lost my keys.,Emergency,Short,Translate
1493,À quelle distance est l'aéroport ?,fr,en,How far is the airport?,Casual,Medium,Translate
1494,How much does it cost?,en,uk,Скільки це коштує?,Travel,Medium,Translate
1495,Gracias por su atención.,es,uk,Дякую за вашу увагу.,Emergency,Short,Request
1496,Puis-je payer par carte ?,fr,en,Can I pay by card?,Emergency,Medium,Translate
1497,"Будь ласка, поясніть це ще раз.",uk,es,"Por favor, explícalo de nuevo.",Formal,Medium,Request
1498,Чи є тут парковка?,uk,es,¿Hay estacionamiento aquí?,Formal,Short,Translate
1499,Де знаходиться бібліотека?,uk,fr,Où est la bibliothèque ?,Casual,Short,Translate
1500,¿Dónde está la farmacia más cercana?,es,fr,Où est la pharmacie la plus proche ?,Travel,Medium,Translate
